163,Maine,32,5,27,.156,-15.11,-4.21,3,13,3,9,2,18,1988,2271,,1310,747,1728,.432,201,647,.311,293,452,.648,280,1015,471,239,94,460,566
164,Manhattan,32,11,21,.344,-12.89,-7.32,8,10,4,9,4,11,1833,2011,,1285,651,1608,.405,219,661,.331,312,534,.584,326,1026,360,221,78,487,672
165,Marist,31,12,19,.387,-9.49,-7.53,7,11,4,7,6,11,2086,2147,,1250,739,1647,.449,245,675,.363,363,530,.685,241,967,377,172,53,387,583
166,Marquette NCAA,34,24,10,.706,14.78,6.96,12,6,16,3,6,4,2629,2363,,1375,893,1969,.454,319,822,.388,524,692,.757,331,1292,456,168,145,467,635
167,Marshall,37,23,14,.622,-0.64,-0.61,11,7,16,3,6,10,2978,2979,,1495,1047,2367,.442,362,1058,.342,522,723,.722,319,1260,527,334,170,453,664
168,Maryland-Baltimore County,34,21,13,.618,-5.85,-5.85,11,5,13,4,6,8,2296,2177,,1400,820,1893,.433,261,807,.323,395,573,.689,296,1145,453,268,83,428,578
169,Maryland-Eastern Shore,32,7,25,.219,-24.21,-7.91,5,11,5,7,2,17,1833,2291,,1285,666,1705,.391,172,610,.282,329,489,.673,264,989,361,186,70,431,575
170,Maryland NCAA,34,23,11,.676,16.01,10.09,13,7,15,3,6,5,2429,2228,,1360,858,1909,.449,247,707,.349,466,627,.743,378,1336,447,148,163,437,526
171,Massachusetts-Lowell,32,15,17,.469,-8.28,-6.95,7,9,8,5,5,12,2456,2420,,1290,875,1852,.472,246,721,.341,460,639,.720,293,1115,500,181,85,447,589
172,Massachusetts,32,11,21,.344,-3.02,-0.18,4,14,9,8,1,11,2263,2354,,1290,808,1831,.441,256,732,.350,391,574,.681,342,1123,468,154,93,445,643
173,McNeese State,31,9,22,.290,-14.41,-6.15,5,13,7,8,2,14,2149,2303,,1245,760,1676,.453,168,548,.307,461,647,.713,310,1054,429,147,97,450,467
174,Memphis,36,22,14,.611,10.70,5.09,11,7,17,2,3,8,2882,2680,,1450,1013,2238,.453,260,807,.322,596,835,.714,436,1358,553,288,144,538,739
175,Mercer,31,11,20,.355,-2.86,-0.24,6,12,9,6,2,12,2248,2246,,1245,787,1746,.451,228,663,.344,446,648,.688,307,1057,393,207,80,407,557
176,Miami (FL),32,14,18,.438,9.39,8.70,5,13,11,5,0,10,2297,2275,,1285,805,1851,.435,268,805,.333,419,570,.735,291,1061,413,212,100,372,465
177,Miami (OH),32,15,17,.469,0.77,2.31,7,11,10,5,4,10,2267,2233,,1285,777,1847,.421,269,832,.323,444,626,.709,353,1190,349,194,87,413,581
178,Michigan State NCAA,39,32,7,.821,24.93,12.34,16,4,15,1,8,4,3025,2534,,1570,1071,2230,.480,319,844,.378,564,749,.753,414,1579,715,201,205,493,647
179,Michigan NCAA,37,30,7,.811,21.82,10.55,15,5,17,1,7,4,2575,2158,,1480,941,2102,.448,287,839,.342,406,579,.701,299,1307,512,225,149,334,514
180,Middle Tennessee,32,11,21,.344,-6.09,1.44,8,10,9,5,2,11,2141,2313,,1280,778,1858,.419,212,650,.326,373,551,.677,382,1228,352,190,85,512,583
181,Milwaukee,31,9,22,.290,-8.90,-2.50,4,14,6,8,3,12,2146,2315,,1245,765,1820,.420,237,692,.342,379,508,.746,288,1094,356,145,94,382,579
182,Minnesota NCAA,36,22,14,.611,12.52,11.27,9,11,14,3,2,9,2543,2498,,1445,887,2039,.435,191,603,.317,578,848,.682,402,1314,523,175,140,418,578
183,Mississippi State NCAA,34,23,11,.676,15.96,9.07,10,8,14,3,5,5,2628,2394,,1370,936,1982,.472,292,774,.377,464,647,.717,393,1215,481,274,172,451,586
184,Mississippi Valley State,32,6,26,.188,-22.47,-6.99,4,14,6,6,0,20,2058,2498,,1285,730,1923,.380,172,554,.310,426,647,.658,378,1165,361,176,70,415,570
185,Mississippi NCAA,33,20,13,.606,12.32,8.13,10,8,11,5,6,5,2485,2347,,1325,876,1906,.460,272,760,.358,461,589,.783,322,1128,475,235,118,416,603
186,Missouri-Kansas City,32,11,21,.344,-6.61,-1.55,6,10,8,5,3,13,2220,2341,,1290,774,1794,.431,259,728,.356,413,590,.700,261,966,351,233,90,391,647
187,Missouri State,32,16,16,.500,-1.20,-1.03,10,8,11,4,5,9,2206,2157,,1285,774,1714,.452,224,649,.345,434,627,.692,270,1000,354,221,127,385,540
188,Missouri,32,15,17,.469,8.60,9.16,5,13,9,7,2,8,2150,2168,,1290,758,1764,.430,264,727,.363,370,526,.703,345,1130,354,149,53,448,625
189,Monmouth,35,14,21,.400,-10.66,-4.83,10,8,6,6,5,11,2286,2490,,1420,794,1915,.415,168,565,.297,530,773,.686,360,1224,379,237,101,502,698
190,Montana State,32,15,17,.469,-7.91,-5.81,11,9,9,4,4,12,2502,2552,,1280,858,1882,.456,306,818,.374,480,651,.737,292,1083,491,169,46,394,567
191,Montana NCAA,35,26,9,.743,1.50,-5.05,16,4,12,2,9,5,2665,2397,,1405,975,1983,.492,287,763,.376,428,621,.689,293,1176,510,229,106,416,655
192,Morehead State,33,13,20,.394,-7.73,-1.76,8,10,7,7,4,11,2431,2543,,1335,855,1993,.429,260,762,.341,461,654,.705,357,1177,440,186,137,402,561
193,Morgan State,30,9,21,.300,-15.98,-10.70,4,12,6,7,2,13,2161,2304,,1210,758,1920,.395,168,521,.322,477,669,.713,397,1078,362,230,48,401,614
194,Mount St. Mary's,31,9,22,.290,-14.57,-6.02,6,12,4,9,5,13,2092,2286,,1240,733,1755,.418,223,723,.308,403,594,.678,293,1036,354,146,107,410,576
195,Murray State NCAA,33,28,5,.848,8.96,-3.11,16,2,15,1,10,3,2727,2255,,1320,988,2007,.492,258,731,.353,493,673,.733,351,1247,591,249,149,401,527
196,Navy,31,12,19,.387,-10.09,-4.00,8,10,8,6,4,13,2061,2250,,1240,732,1785,.410,208,656,.317,389,544,.715,359,1160,399,167,58,437,534
197,Omaha,32,21,11,.656,-2.32,-3.39,13,3,10,2,9,8,2523,2454,,1290,950,1998,.475,282,719,.392,341,473,.721,273,1047,409,180,61,304,486
198,Nebraska,36,19,17,.528,14.85,11.31,6,14,13,5,2,10,2586,2421,,1445,916,2133,.429,270,800,.338,484,694,.697,379,1278,466,260,151,345,580
199,Nevada-Las Vegas,31,17,14,.548,1.58,0.48,11,7,10,6,6,5,2276,2242,,1250,791,1852,.427,251,745,.337,443,647,.685,408,1204,401,184,115,401,556
200,Nevada NCAA,34,29,5,.853,16.00,2.68,15,3,15,0,9,3,2723,2270,,1360,924,1999,.462,297,855,.347,578,816,.708,325,1274,498,211,134,352,584
201,New Hampshire,29,5,24,.172,-18.66,-6.03,3,13,4,10,1,14,1742,1990,,1160,623,1656,.376,261,787,.332,235,385,.610,260,986,325,116,53,356,533
202,New Mexico State NCAA,35,30,5,.857,10.05,-2.38,15,1,16,1,10,1,2734,2259,,1405,962,2092,.460,326,977,.334,484,714,.678,445,1343,514,197,91,419,632
203,New Mexico,32,14,18,.438,-0.55,1.61,7,11,9,7,4,9,2443,2454,,1280,814,1927,.422,292,844,.346,523,745,.702,351,1199,446,220,107,455,627
204,New Orleans,33,19,14,.576,-8.88,-6.47,12,6,12,4,5,9,2384,2325,,1345,862,1941,.444,189,566,.334,471,681,.692,393,1166,497,285,134,517,631
205,Niagara,32,13,19,.406,-11.33,-7.77,6,12,8,8,5,10,2318,2432,,1285,795,1887,.421,265,738,.359,463,629,.736,315,1143,343,128,127,390,511
206,Nicholls State,31,14,17,.452,-11.87,-6.98,7,11,9,4,3,13,2260,2302,,1250,807,1914,.422,324,883,.367,322,418,.770,280,1041,428,208,128,386,587
207,NJIT,35,22,13,.629,-3.63,-4.74,8,8,11,5,11,8,2472,2401,,1410,849,1913,.444,246,713,.345,528,732,.721,250,1178,376,223,94,421,582
208,Norfolk State,36,22,14,.611,-8.04,-8.74,14,2,11,2,9,8,2652,2503,,1460,900,2079,.433,282,770,.366,570,803,.710,366,1318,457,219,154,523,763
209,North Alabama,32,10,22,.313,-11.00,-1.69,7,9,8,4,2,18,2145,2358,,1285,744,1914,.389,240,805,.298,417,619,.674,351,1170,334,209,74,435,614
210,North Carolina-Asheville,31,4,27,.129,-19.81,-2.35,2,14,3,10,1,15,1857,2313,,1245,655,1627,.403,223,687,.325,324,437,.741,298,931,331,196,86,456,533
211,North Carolina A&T,32,19,13,.594,-11.24,-9.88,13,3,11,2,7,10,2241,2209,,1290,825,1797,.459,227,649,.350,364,548,.664,291,1059,452,215,108,417,514
212,North Carolina Central NCAA,34,18,16,.529,-11.53,-11.24,10,6,10,2,4,12,2429,2266,,1365,874,1922,.455,221,693,.319,460,641,.718,399,1265,526,207,93,515,610
213,North Carolina-Greensboro,36,29,7,.806,4.08,-0.90,15,3,15,2,11,4,2738,2443,,1445,997,2184,.457,280,818,.342,464,666,.697,399,1251,453,315,140,423,631
214,North Carolina State,36,24,12,.667,14.94,6.22,9,9,17,5,4,6,2882,2568,,1450,1061,2319,.458,292,830,.352,468,661,.708,486,1390,539,257,138,449,691
215,North Carolina-Wilmington,33,10,23,.303,-8.10,-2.04,5,13,5,9,2,12,2515,2670,,1335,880,1986,.443,260,744,.349,493,673,.733,387,1221,495,150,68,436,585
216,North Carolina NCAA,36,29,7,.806,23.94,11.35,16,2,14,2,11,1,3089,2636,,1445,1118,2410,.464,312,862,.362,541,728,.743,477,1589,678,252,120,473,611
217,North Dakota State NCAA,35,19,16,.543,-4.01,-2.07,9,7,10,3,4,9,2556,2541,,1410,874,1926,.454,332,910,.365,476,613,.777,229,1105,402,160,87,368,523
218,North Dakota,30,12,18,.400,-8.78,-3.55,6,10,8,6,4,11,2220,2196,,1200,822,1771,.464,241,647,.372,335,482,.695,233,1009,398,171,87,380,485
219,North Florida,33,16,17,.485,-3.47,-0.70,9,7,10,3,5,13,2485,2531,,1325,902,2014,.448,308,897,.343,373,539,.692,363,1252,520,212,165,536,573
220,North Texas,33,21,12,.636,-0.25,-3.48,8,10,12,4,6,7,2302,2077,,1325,831,1910,.435,284,838,.339,356,532,.669,368,1244,428,210,88,443,589
221,Northeastern NCAA,34,23,11,.676,3.95,-0.70,14,4,11,2,8,6,2564,2406,,1385,880,1848,.476,328,858,.382,476,634,.751,237,1075,480,211,74,381,539
222,Northern Arizona,31,10,21,.323,-10.75,-6.23,8,12,5,7,5,13,2262,2402,,1250,785,1819,.432,259,749,.346,433,614,.705,290,1055,381,196,65,372,537
223,Northern Colorado,32,21,11,.656,-3.92,-6.76,15,5,10,3,11,5,2450,2229,,1295,849,1837,.462,307,849,.362,445,633,.703,309,1128,422,176,101,398,538
224,Northern Illinois,34,17,17,.500,2.58,1.11,8,10,10,6,5,9,2506,2413,,1375,940,1995,.471,229,642,.357,397,543,.731,304,1179,374,188,75,404,653
225,Northern Iowa,34,16,18,.471,-1.54,0.62,9,9,9,5,3,9,2215,2230,,1360,769,1847,.416,276,792,.348,401,537,.747,262,1115,370,165,75,393,554
226,Northern Kentucky NCAA,35,26,9,.743,4.67,-2.39,13,5,17,1,7,7,2747,2410,,1410,979,2047,.478,306,844,.363,483,725,.666,364,1298,592,218,139,441,664
227,Northwestern State,31,11,20,.355,-17.06,-5.99,6,12,8,7,3,13,2051,2280,,1250,725,1790,.405,190,646,.294,411,604,.680,352,1103,340,192,138,496,578
228,Northwestern,32,13,19,.406,9.97,9.16,4,16,10,8,1,9,2108,2082,,1290,735,1827,.402,233,744,.313,405,551,.735,278,1086,451,176,134,349,583
229,Notre Dame,33,14,19,.424,7.97,8.28,3,15,11,8,1,9,2266,2276,,1320,776,1973,.393,272,863,.315,442,594,.744,370,1208,423,179,148,306,455
230,Oakland,33,16,17,.485,-2.27,-1.48,11,7,10,6,6,10,2534,2515,,1325,864,1859,.465,314,816,.385,492,663,.742,275,1063,580,191,99,426,534
231,Ohio State NCAA,35,20,15,.571,13.89,11.00,8,12,12,6,4,7,2419,2318,,1405,839,1931,.434,264,774,.341,477,650,.734,328,1215,494,206,85,438,623
232,Ohio,31,14,17,.452,-1.84,3.16,6,12,11,5,3,10,2174,2288,,1255,803,1838,.437,187,633,.295,381,602,.633,332,1152,451,200,115,448,504
233,Oklahoma State,32,12,20,.375,8.09,11.53,5,13,8,7,2,10,2178,2288,,1285,760,1796,.423,280,753,.372,378,549,.689,295,1093,422,183,139,386,516
234,Oklahoma NCAA,34,20,14,.588,15.30,12.21,7,11,11,4,5,7,2423,2318,,1365,883,1975,.447,226,654,.346,431,618,.697,305,1263,430,203,102,401,527
235,Old Dominion NCAA,35,26,9,.743,3.74,-1.18,13,5,14,2,8,4,2300,2128,,1400,823,2026,.406,264,756,.349,388,585,.663,418,1365,439,197,160,408,580
236,Oral Roberts,32,11,21,.344,-9.34,-1.91,7,9,7,6,3,13,2314,2483,,1285,854,1874,.456,266,734,.362,340,492,.691,335,1147,434,152,107,447,575
237,Oregon State,31,18,13,.581,7.84,4.29,10,8,10,5,6,5,2275,2165,,1250,800,1728,.463,203,633,.321,472,636,.742,310,1091,465,185,164,384,536
238,Oregon NCAA,38,25,13,.658,13.95,6.13,10,8,13,4,5,7,2661,2364,,1530,958,2126,.451,295,840,.351,450,624,.721,361,1307,501,290,162,442,665
239,Pacific,32,14,18,.438,-2.46,1.97,4,12,9,7,5,10,2138,2241,,1290,710,1681,.422,198,566,.350,520,698,.745,285,1039,325,199,46,423,630
240,Penn State,32,14,18,.438,12.55,11.51,7,13,9,6,3,9,2229,2196,,1295,791,1898,.417,222,693,.320,425,613,.693,382,1174,389,245,122,399,597
241,Pennsylvania,31,19,12,.613,2.04,-0.76,7,7,10,4,8,5,2250,2117,,1265,821,1810,.454,282,803,.351,326,511,.638,270,1101,465,210,76,395,500
242,Pepperdine,34,16,18,.471,0.90,0.63,6,10,9,5,2,11,2572,2529,,1370,865,1949,.444,313,819,.382,529,696,.760,290,1085,479,229,95,432,639
243,Pittsburgh,33,14,19,.424,7.88,6.69,3,15,11,7,0,11,2306,2267,,1330,769,1841,.418,225,680,.331,543,779,.697,383,1211,387,227,126,448,611
244,Portland State,32,16,16,.500,-8.95,-5.78,11,9,12,4,3,10,2475,2404,,1290,856,2017,.424,238,769,.309,525,748,.702,491,1282,434,264,130,449,681
245,Portland,32,7,25,.219,-10.80,0.51,0,16,6,11,1,12,2078,2389,,1290,707,1708,.414,216,664,.325,448,668,.671,233,1032,369,175,123,425,588
246,Prairie View NCAA,35,22,13,.629,-7.29,-9.17,17,1,11,0,9,12,2627,2547,,1400,903,2061,.438,225,703,.320,596,875,.681,392,1151,445,309,55,445,758
247,Presbyterian,36,20,16,.556,-3.56,-5.35,9,7,12,3,8,12,2817,2610,,1445,966,2150,.449,394,1034,.381,491,674,.728,324,1248,565,214,69,358,617
248,Princeton,28,16,12,.571,-3.43,-0.89,8,6,7,5,8,6,1948,1951,,1135,685,1666,.411,207,679,.305,371,502,.739,272,1016,295,168,72,354,459
249,Providence,34,18,16,.529,8.29,6.71,7,11,11,7,5,6,2428,2374,,1385,835,1973,.423,225,690,.326,533,771,.691,399,1241,491,253,136,445,600
250,Purdue NCAA,36,26,10,.722,21.40,11.99,16,4,15,0,6,6,2760,2421,,1460,967,2145,.451,365,977,.374,461,641,.719,421,1341,518,220,143,381,625
251,Quinnipiac,31,16,15,.516,-6.78,-8.03,11,7,7,7,9,6,2294,2255,,1270,739,1730,.427,348,923,.377,468,646,.724,311,1111,393,159,62,415,524
252,Radford,33,22,11,.667,1.28,-1.95,12,4,11,3,9,7,2440,2247,,1330,893,1938,.461,285,751,.379,369,515,.717,335,1170,467,196,101,358,528
253,Rhode Island,33,18,15,.545,2.83,1.19,9,9,9,5,5,7,2293,2239,,1335,821,1914,.429,172,615,.280,479,704,.680,375,1194,401,235,129,405,582
254,Rice,32,13,19,.406,-6.56,-2.06,8,10,9,7,4,11,2367,2481,,1305,795,1867,.426,277,797,.348,500,729,.686,316,1221,425,171,104,438,568
255,Richmond,33,13,20,.394,-1.37,-0.79,6,12,7,10,4,7,2314,2333,,1320,849,1800,.472,251,723,.347,365,552,.661,196,957,519,249,101,336,488
256,Rider,31,16,15,.516,-4.96,-6.51,11,7,9,3,6,10,2381,2333,,1245,847,1893,.447,222,651,.341,465,755,.616,363,1144,450,282,101,415,591
257,Robert Morris,35,18,17,.514,-9.41,-7.62,11,7,13,4,5,13,2448,2403,,1420,861,1991,.432,280,789,.355,446,638,.699,373,1178,487,257,92,507,683
258,Rutgers,31,14,17,.452,8.89,9.76,7,13,10,7,4,9,2105,2132,,1250,771,1842,.419,191,612,.312,372,584,.637,391,1210,390,201,124,408,566
259,Sacramento State,31,15,16,.484,-8.78,-6.78,8,12,9,5,4,10,2197,2155,,1250,806,1800,.448,175,527,.332,410,592,.693,308,1050,431,239,104,404,566
260,Sacred Heart,32,15,17,.469,-7.88,-8.11,11,7,10,3,4,13,2558,2509,,1285,885,1926,.460,243,681,.357,545,722,.755,354,1231,471,170,133,465,572
261,Saint Francis (PA),33,18,15,.545,-8.74,-6.16,12,6,12,4,6,11,2517,2510,,1320,885,2035,.435,254,724,.351,493,698,.706,430,1246,413,221,94,402,598
262,Saint Joseph's,33,14,19,.424,-0.43,1.66,6,12,10,5,2,11,2328,2397,,1325,793,1943,.408,280,869,.322,462,615,.751,258,1145,397,186,110,305,497
263,Saint Louis NCAA,36,23,13,.639,5.06,2.23,10,8,15,2,4,8,2399,2297,,1440,855,2052,.417,205,675,.304,484,809,.598,492,1428,460,254,145,464,634
264,Saint Mary's (CA) NCAA,34,22,12,.647,12.58,4.40,11,5,14,3,5,5,2463,2185,,1365,899,1905,.472,253,670,.378,412,555,.742,329,1180,341,201,87,355,572
265,Saint Peter's,32,10,22,.313,-12.15,-6.40,6,12,7,7,2,14,2012,2196,,1305,707,1639,.431,184,567,.325,414,570,.726,293,1032,301,172,177,488,614
266,Sam Houston State,33,21,12,.636,-3.17,-5.84,16,2,12,2,8,9,2476,2307,,1345,889,2011,.442,308,840,.367,390,518,.753,369,1191,555,242,94,413,659
267,Samford,33,17,16,.515,0.69,-2.03,6,12,11,6,5,9,2583,2487,,1355,921,1951,.472,254,687,.370,487,666,.731,316,1225,461,238,127,463,560
268,San Diego State,34,21,13,.618,5.29,2.47,11,7,14,3,4,7,2437,2291,,1360,845,1940,.436,261,721,.362,486,679,.716,346,1228,487,197,113,424,638
269,San Diego,36,21,15,.583,6.12,3.61,7,9,12,4,5,9,2591,2455,,1460,914,2002,.457,284,808,.351,479,641,.747,290,1238,516,204,112,466,667
270,San Francisco,31,21,10,.677,8.56,1.13,9,7,13,3,6,5,2358,2101,,1250,864,1851,.467,258,727,.355,372,568,.655,340,1138,439,188,105,321,543
271,San Jose State,31,4,27,.129,-16.37,0.59,1,17,4,11,0,12,2042,2534,,1250,713,1765,.404,210,641,.328,406,620,.655,323,1130,423,131,52,484,539
272,Santa Clara,31,16,15,.516,-1.91,0.92,8,8,11,6,4,6,2115,2172,,1255,735,1653,.445,239,663,.360,406,567,.716,242,1026,416,146,111,433,597
273,Savannah State,31,11,20,.355,-20.51,-9.04,8,8,6,5,4,14,2360,2694,,1245,825,2080,.397,351,1199,.293,359,531,.676,383,1188,462,234,96,478,564
274,Seattle,33,18,15,.545,-1.47,-3.85,6,10,12,6,4,8,2420,2283,,1330,852,1945,.438,238,642,.371,478,668,.716,336,1221,386,141,118,403,657
275,Seton Hall NCAA,34,20,14,.588,10.25,8.34,9,9,11,4,3,8,2508,2443,,1375,888,2021,.439,240,741,.324,492,697,.706,361,1213,459,235,132,423,638
276,Siena,33,17,16,.515,-7.90,-6.47,11,7,7,7,8,7,2131,2178,,1345,772,1779,.434,288,849,.339,299,440,.680,248,973,415,190,93,321,462
277,South Alabama,34,17,17,.500,-4.46,-2.71,8,10,13,6,3,10,2478,2465,,1375,867,1883,.460,285,761,.375,459,669,.686,288,1094,471,201,141,456,649
278,South Carolina State,34,8,26,.235,-16.86,-8.30,5,11,5,6,2,19,2388,2593,,1375,811,1891,.429,193,582,.332,573,772,.742,376,1137,386,167,60,493,670
279,South Carolina Upstate,32,6,26,.188,-15.30,-4.27,1,16,5,9,1,15,2169,2395,,1290,775,1872,.414,269,817,.329,350,492,.711,305,1051,434,207,94,440,621
280,South Carolina,32,16,16,.500,8.34,9.63,11,7,11,6,4,8,2327,2316,,1285,806,1907,.423,242,662,.366,473,694,.682,383,1160,413,202,140,433,623
281,South Dakota State,33,24,9,.727,5.92,-4.74,14,2,14,1,7,6,2789,2425,,1320,984,1965,.501,327,802,.408,494,635,.778,251,1259,489,202,65,388,557
282,South Dakota,30,13,17,.433,-5.52,-3.06,7,9,8,6,4,8,2118,2136,,1205,729,1664,.438,227,666,.341,433,585,.740,219,942,382,165,68,324,527
283,South Florida,38,24,14,.632,5.96,1.69,8,10,18,5,5,7,2752,2553,,1555,911,2120,.430,272,819,.332,658,1018,.646,496,1483,521,306,124,604,790
284,Southeast Missouri State,31,10,21,.323,-11.32,-4.39,5,13,6,8,2,13,2216,2378,,1265,796,1809,.440,266,719,.370,358,519,.690,284,1081,402,182,75,447,615
285,Southeastern Louisiana,33,17,16,.515,-7.59,-6.30,12,6,9,5,7,9,2224,2228,,1320,765,1735,.441,235,696,.338,459,640,.717,346,1117,452,215,80,536,602
286,Southern California,33,16,17,.485,8.23,4.96,8,10,12,5,2,9,2518,2410,,1340,937,2039,.460,281,735,.382,363,563,.645,324,1188,536,202,117,392,590
287,SIU Edwardsville,31,10,21,.323,-14.47,-5.06,6,12,7,8,2,11,2265,2520,,1280,794,1898,.418,201,665,.302,476,677,.703,351,1079,382,198,70,438,612
288,Southern Illinois,32,17,15,.531,1.39,-0.17,10,8,9,6,7,7,2194,2144,,1280,802,1720,.466,213,570,.374,377,550,.685,289,1081,438,212,129,447,474
289,Southern Methodist,32,15,17,.469,5.81,4.12,6,12,10,8,3,7,2303,2249,,1280,833,1884,.442,263,772,.341,374,523,.715,365,1135,441,189,123,350,515
290,Southern Mississippi,33,20,13,.606,2.58,-0.83,11,7,11,3,7,7,2392,2160,,1330,899,1929,.466,275,712,.386,321,489,.656,274,1178,553,253,110,345,507
291,Southern Utah,34,17,17,.500,-8.91,-6.22,9,11,11,4,4,12,2573,2566,,1380,881,1997,.441,272,799,.340,539,757,.712,282,1250,426,199,114,466,696
292,Southern,32,7,25,.219,-16.79,-7.37,6,12,6,5,1,18,2077,2360,,1285,752,1710,.440,180,544,.331,393,588,.668,313,980,372,216,86,511,716
293,St. Bonaventure,34,18,16,.529,3.34,0.25,12,6,9,5,6,7,2250,2145,,1385,821,1914,.429,208,635,.328,400,539,.742,333,1183,417,199,164,421,553
294,St. Francis (NY),33,17,16,.515,-10.19,-8.45,9,9,11,3,6,12,2345,2320,,1325,841,1989,.423,270,806,.335,393,580,.678,346,1191,387,194,136,413,635
295,St. John's (NY) NCAA,34,21,13,.618,7.88,5.50,8,10,11,4,4,7,2623,2542,,1375,944,2100,.450,289,809,.357,446,620,.719,264,1120,472,302,111,357,650
296,Stanford,31,15,16,.484,6.03,5.13,8,10,10,4,4,9,2255,2227,,1245,808,1783,.453,207,653,.317,432,643,.672,322,1147,392,186,147,467,586
297,Stephen F. Austin,30,14,16,.467,-10.99,-5.92,7,11,10,6,3,9,2105,2161,,1210,745,1696,.439,201,588,.342,414,607,.682,313,1008,348,192,113,442,579
298,Stetson,31,7,24,.226,-15.01,-3.46,3,13,7,8,0,16,2151,2429,,1245,794,1962,.405,215,684,.314,348,503,.692,359,1110,418,210,94,394,536
299,Stony Brook,33,24,9,.727,-2.10,-6.48,12,4,10,4,13,4,2364,2188,,1335,815,1937,.421,233,715,.326,501,695,.721,410,1348,372,209,142,478,631
300,Syracuse NCAA,34,20,14,.588,13.73,10.09,10,8,13,6,6,4,2370,2246,,1365,808,1907,.424,274,824,.333,480,701,.685,363,1174,408,278,162,423,588
301,Temple NCAA,33,23,10,.697,8.17,4.93,13,5,13,2,8,5,2465,2358,,1340,873,1998,.437,247,748,.330,472,649,.727,316,1136,476,284,73,368,581
302,Tennessee-Martin,31,12,19,.387,-10.94,-4.32,6,12,10,4,1,14,2356,2486,,1250,854,1915,.446,250,726,.344,398,528,.754,351,1062,441,223,88,418,490
303,Tennessee State,30,9,21,.300,-11.62,-3.15,6,12,6,7,3,14,2182,2332,,1210,751,1739,.432,240,716,.335,440,628,.701,317,1032,342,219,78,497,735
304,Tennessee Tech,31,8,23,.258,-14.76,-3.00,4,14,5,10,3,13,2104,2350,,1250,742,1784,.416,213,620,.344,407,645,.631,330,1122,389,226,134,517,554
305,Tennessee NCAA,37,31,6,.838,21.55,10.16,15,3,18,0,7,3,3035,2580,,1505,1106,2231,.496,262,714,.367,561,744,.754,379,1391,660,221,199,412,654
306,Texas A&M-Corpus Christi,32,14,18,.438,-9.11,-5.68,9,9,9,7,5,9,2126,2124,,1290,774,1803,.429,202,621,.325,376,541,.695,349,1158,423,197,90,456,610
307,Texas A&M,32,14,18,.438,7.21,8.59,6,12,9,8,3,7,2253,2297,,1280,806,1842,.438,204,663,.308,437,631,.693,372,1195,376,215,142,444,521
308,Texas-Arlington,33,17,16,.515,-0.50,0.84,12,6,9,5,7,10,2284,2303,,1345,781,1908,.409,234,773,.303,488,659,.741,372,1235,421,211,97,467,630
309,Texas Christian,37,23,14,.622,13.81,9.60,7,11,15,5,3,7,2730,2574,,1500,990,2168,.457,281,813,.346,469,688,.682,395,1347,598,255,162,499,586
310,Texas-El Paso,29,8,21,.276,-8.23,-1.71,3,15,8,8,0,13,1859,2001,,1170,639,1592,.401,199,620,.321,382,578,.661,285,1070,307,135,84,466,551
311,Texas-Rio Grande Valley,37,20,17,.541,-2.04,-1.61,9,7,11,9,8,7,2634,2623,,1490,895,2139,.418,203,636,.319,641,923,.694,358,1215,503,345,105,471,763
312,Texas-San Antonio,32,17,15,.531,0.69,0.05,11,7,11,4,5,7,2481,2407,,1295,896,2068,.433,294,855,.344,395,536,.737,323,1216,420,213,82,402,581
313,Texas Southern,38,24,14,.632,-5.55,-6.99,14,4,10,2,13,11,3102,3008,,1550,1083,2379,.455,276,852,.324,660,988,.668,467,1503,591,309,114,589,679
314,Texas State,34,24,10,.706,1.54,-3.00,12,6,11,4,10,5,2470,2204,,1370,876,1971,.444,244,744,.328,474,694,.683,409,1291,493,234,84,455,667
315,Texas Tech NCAA,38,31,7,.816,22.79,9.53,14,4,17,1,6,3,2765,2261,,1530,990,2110,.469,277,759,.365,508,694,.732,315,1297,518,278,186,457,663
316,Texas,37,21,16,.568,16.06,11.46,8,10,15,6,2,8,2628,2458,,1495,929,2146,.433,325,934,.348,445,637,.699,358,1264,486,227,152,401,627
317,Toledo,33,25,8,.758,8.21,0.71,13,5,14,2,8,5,2537,2256,,1330,901,1990,.453,325,859,.378,410,531,.772,327,1281,538,170,152,402,517
318,Towson,32,10,22,.313,-8.44,-3.57,6,12,5,8,4,8,2170,2294,,1310,810,1860,.435,180,550,.327,370,532,.695,389,1184,319,154,94,390,561
319,Troy,30,12,18,.400,-6.12,-1.01,5,13,8,8,4,10,2179,2242,,1210,773,1719,.450,236,704,.335,397,550,.722,277,1021,392,171,135,408,523
320,Tulane,31,4,27,.129,-6.72,3.63,0,18,3,12,0,11,2082,2403,,1240,733,1783,.411,213,670,.318,403,585,.689,298,1131,444,147,109,467,535
321,Tulsa,32,18,14,.563,4.65,3.86,8,10,14,3,3,8,2296,2271,,1290,776,1732,.448,222,652,.340,522,751,.695,239,1119,430,176,76,404,529
322,UCLA,33,17,16,.515,7.17,6.78,9,9,13,5,3,7,2580,2567,,1335,919,2012,.457,256,721,.355,486,768,.633,380,1361,472,194,136,467,563
323,Utah State NCAA,35,28,7,.800,11.98,0.89,15,3,14,1,9,4,2753,2349,,1410,959,2038,.471,274,772,.355,559,747,.748,377,1405,598,215,147,449,649
